Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,WASPAS Score (W),WSM Score (Q1),WPM Score (Q2),Rank
DXCM,"DexCom, Inc.",0.2649572649572649,0.0129137812417008,0.0073791967559964,0.007379196755996,0.1258500558769066,0.0548297775382898,0.3810475578516212,0.0180248505973697,0.041289438690392755,0.08257887738078551,0.0,125
INVH,Invitation Homes Inc.,0.2881562881562881,0.0170394852332846,0.00386319986885,0.0038631998688495,0.0121127635048551,0.0169913415558468,0.3748890543415624,0.0154527056628354,0.04128118126635492,0.08256236253270983,0.0,126
RVTY,"Revvity, Inc.",0.2649572649572649,0.0125334253731469,0.0020434285316709,0.0020434285316696,0.0744453044072553,0.0805841019022419,0.3759662368519286,0.0035404194361663,0.04125911918077754,0.08251823836155509,0.0,127
JBHT,"J.B. Hunt Transport Services, I",0.2344322344322344,0.0182754269786189,0.0030961900690953,0.0030961900690949,0.1250220966530161,0.1261982448301005,0.3697511084786192,0.0032252773064456,0.04091263086311578,0.08182526172623156,0.0,128
BAX,Baxter International Inc.,0.2759462759462759,0.026759446324665,0.0024576565649806,0.0024576565649799,0.0117990075694478,0.014879918631032,0.3773776289189718,0.0256064982307643,0.04078883366401953,0.08157766732803906,0.0,129
TSN,"Tyson Foods, Inc.",0.2625152625152625,0.0296688107043591,0.0041596917159196,0.0041596917159188,0.0127765098106666,0.0374672953669363,0.37113323969229,0.0094827251642481,0.040489404701501364,0.08097880940300273,0.0,130
GIS,"General Mills, Inc.",0.2454212454212454,0.037455724001112,0.0085337457624931,0.0085337457624927,0.0184021006196829,0.0418900514484824,0.3697518737366759,0.0207436049052526,0.04048825524505422,0.08097651049010844,0.0,131
IP,International Paper Company,0.2625152625152625,0.0210207255512167,0.0036284398537389,0.0036284398537384,0.0158475998280386,0.0346396460851067,0.3727590687645351,0.0173201929145093,0.03985631049215976,0.07971262098431953,0.0,132
K,Kellanova,0.2484737484737484,0.0215807777288095,0.0063113911019411,0.0063113911019403,0.009560201998908,0.0552468264729577,0.3720136623682605,0.0094489769021895,0.03971154914773581,0.07942309829547162,0.0,133
PPL,PPL Corporation,0.2594627594627595,0.0306289009496581,0.0051522120836182,0.0051522120836173,0.0074048540912258,0.017231557602018,0.3717995341976804,0.0203447215667243,0.03968145960425402,0.07936291920850803,0.0,134
KMX,CarMax Inc,0.2515262515262515,0.0135434258807542,0.0018219861775582,0.0018219861775582,0.0447691222954904,0.0582154247801409,0.3757125496932971,0.009259506480394,0.03897675266366478,0.07795350532732956,0.0,135
SOLV,Solventum Corporation,0.2551892551892551,0.0201842828265563,0.0013892555170368,0.0013892555170372,0.0210555956292369,0.0444216661518438,0.376409626954895,0.003727474236344,0.038965645895845946,0.07793129179169189,0.0,136
HSIC,"Henry Schein, Inc.",0.2551892551892551,0.0135072915751584,0.0005264765792229,0.0005264765792221,0.0353309180523135,0.046798391802652,0.369755804580359,0.0070260106713403,0.038370408845370865,0.07674081769074173,0.0,137
WEC,"WEC Energy Group, Inc.",0.2234432234432234,0.0321795930950317,0.0069636914565917,0.0069636914565905,0.0344726084933018,0.0663360272663232,0.3606536558614114,0.0076989574814361,0.03832796224182577,0.07665592448365154,0.0,138
BLDR,"Builders FirstSource, Inc.",0.2118437118437118,0.0238873869787931,0.0031435808095994,0.0031435808095985,0.1087646234649357,0.1105552624568873,0.3652432269660747,0.0058841310767333,0.0382534094031351,0.0765068188062702,0.0,139
BBY,"Best Buy Co., Inc.",0.2338217338217338,0.0262503066272219,0.0034382360811636,0.0034382360811627,0.047772596600558,0.0592468401212064,0.3636245889534328,0.0130583948593517,0.03824609839276946,0.07649219678553892,0.0,140
UDR,"UDR, Inc.",0.2564102564102564,0.0139967774688454,0.0028415879460602,0.0028415879460599,0.0247161952730788,0.0259336764568528,0.3780878711959041,0.0083059735632922,0.038073552084920616,0.07614710416984123,0.0,141
EL,"Estee Lauder Companies, Inc. (T",0.2252747252747252,0.0245337835051956,0.005991026884033,0.0059910268840333,0.0284477975980589,0.0504256311849439,0.3743385262879586,0.0206312730780333,0.03766168686636415,0.0753233737327283,0.0,142
LKQ,LKQ Corporation,0.2551892551892551,0.0193987544440389,0.0007944420910002,0.0007944420909997,0.0243506070482729,0.0207548431454829,0.369707348084917,0.0104141711381382,0.03763377855372896,0.07526755710745792,0.0,143
AES,The AES Corporation,0.2271062271062271,0.0310507597157103,0.0006899489082176,0.0006899489082167,0.0124844043657244,0.0018586298399453,0.3949772960744322,0.0645176898697847,0.03672322816613627,0.07344645633227254,0.0,144
VTRS,Viatris Inc.,0.2234432234432234,0.0401621590515767,0.0024216283911235,0.0024216283911227,0.0041946436483808,0.001491622185479,0.36975788390977,0.0483139301276884,0.03624610499206949,0.07249220998413898,0.0,145
SWK,"Stanley Black & Decker, Inc.",0.2216117216117216,0.018901980243457,0.0017222306378898,0.0017222306378887,0.0616774981453865,0.0564226135985956,0.3725148233285568,0.0074233252924478,0.036156739670569746,0.07231347934113949,0.0,146
HRL,Hormel Foods Corporation,0.2393162393162393,0.016648176189714,0.0031655867419162,0.0031655867419159,0.0028118795765345,0.0166379668253999,0.3725218726846656,0.0112186551659763,0.036080486694675944,0.07216097338935189,0.0,147
VLO,Valero Energy Corporation,0.1599511599511599,0.063650186659186,0.0092871286946011,0.0092871286946003,0.030326697826054,0.0853691373949804,0.3690962586824657,0.0138467014635063,0.03600398017214339,0.07200796034428678,0.0,148
CE,Celanese Corporation,0.2356532356532356,0.0202642908124962,0.0001483636646982,0.0001483636646981,0.0348021356080227,0.0454738087346544,0.3316149363294878,0.0131498362247374,0.03600020967655385,0.0720004193531077,0.0,149
JCI,Johnson Controls International ,0.1947496947496947,0.0303088708678918,0.0141035330258367,0.0141035330258358,0.0530159178679477,0.0553972219594275,0.351110224133188,0.0158505557898388,0.035807545339983864,0.07161509067996773,0.0,150
AOS,A.O. Smith Corporation,0.2301587301587301,0.0126861237117389,0.0009088868129073,0.0009088868129061,0.0223503452160801,0.0459273687431733,0.3700212209516403,0.0041738846869658,0.03575491139431328,0.07150982278862655,0.0,151
BWA,BorgWarner Inc.,0.2234432234432234,0.0204897660864242,0.0,0.0,0.0118233368345993,0.016801527645646,0.3697644645957542,0.0111590653952363,0.03424421943286122,0.06848843886572244,0.0,152
PARA,Paramount Global,0.2185592185592185,0.0295306154308253,0.000189589247692,0.0001895892476916,0.0038178316719965,0.0,0.3028952610872953,0.0495265529207547,0.03290970175058878,0.06581940350117756,0.0,153
ADM,Archer-Daniels-Midland Company,0.1813186813186813,0.0358075695455136,0.0052217226091889,0.0052217226091889,0.0335977592046612,0.0314812629231114,0.3714991641348546,0.0151147465239227,0.03284010515178499,0.06568021030356998,0.0,154
ON,ON Semiconductor Corporation,0.1355311355311355,0.0265601553301542,0.006354380780411,0.0063543807804107,0.0594724707878295,0.0434356772989155,0.3945109345941086,0.0279897045795544,0.0292325821642241,0.0584651643284482,0.0,155
ENPH,"Enphase Energy, Inc.",0.0641025641025641,0.0075496406666398,0.0008145131487162,0.0008145131487151,0.1280052685630125,0.0482348366667392,0.368927117106489,0.0184118545260574,0.01919387255671239,0.03838774511342478,0.0,156
PFG,Principal Financial Group Inc,0.0421245421245421,0.00669137817463,0.0032530119665641,0.0032530119665633,0.062817387710927,0.0527298440591922,0.3697071447864358,0.005859763194243,0.017227924273012615,0.03445584854602523,0.0,157
ALB,Albemarle Corporation,0.0,0.0,0.0010473700186814,0.001047370018681,0.0563333953186292,0.0616644262815517,0.3803501630822606,0.0088868986599364,0.012971253360434701,0.025942506720869403,0.0,158
T,AT&T Inc.,0.2496947496947497,0.3179068146080967,0.0474707503684534,0.0474707503684533,0.0,0.0095757984570821,0.3717428700638259,0.1725705757410133,,,,159
